crash_record_id,date,url,title,site,description,priority
4943b55a57b3e44b30919d23201f955bd8ed5050c4c7ae56a0f054e4dc84ea8019374eaa9ebb3becff2dfaaf9d7213bf66231c09457a63baf0b562f38e85485e,2018-08-24T13:59:00Z,https://abc7chicago.com/post/man-fatally-struck-in-west-humboldt-park/4038974/,Man fatally struck in West Humboldt Park; police investigating as deadly hit-and-run,ABC 7 Chicago,Police are searching for a driver who struck and killed a man early Thursday morning at West Division Street and North Cicero Avenue in Chicago's West Humboldt Park neighborhood.,
a276a6213c6c4ec0e70eb0d540511513b934e31203259b4fbd38a4682dbb3441a16e5a0adcedcee2d78278efd3b6e76b005c01d1eec078a2f74d30332c6feb5c,2018-09-06T19:05:14+00:00,https://chi.streetsblog.org/2018/09/06/2-cyclists-critically-injured-in-2-days-highlights-need-for-more-dooring-awareness,2 Cyclists Killed and Critically Injured in 2 Days Shows Need for More Dooring Awareness,Chicago Streetsblog,"A state law was recently passed adding the ""Dutch Reach"" anti-dooring technique to the Illinois driver's manual, but more outreach is needed.",
4943b55a57b3e44b30919d23201f955bd8ed5050c4c7ae56a0f054e4dc84ea8019374eaa9ebb3becff2dfaaf9d7213bf66231c09457a63baf0b562f38e85485e,2018-09-07T16:18:21+00:00,https://blockclubchicago.org/2018/09/07/police-searching-for-driver-who-hit-and-killed-bicyclist-in-west-humboldt-park/,Police Searching For Driver Who Hit And Killed Bicyclist In West Humboldt Park,Block Club Chicago,Chicago Police are searching for a driver who hit and killed 42-year-old bicyclist Jimmy Lispier in West Humboldt Park last month.,
a276a6213c6c4ec0e70eb0d540511513b934e31203259b4fbd38a4682dbb3441a16e5a0adcedcee2d78278efd3b6e76b005c01d1eec078a2f74d30332c6feb5c,2018-09-09T20:28:00Z,https://chicago.suntimes.com/2018/9/9/18382496/bicyclist-dies-after-crash-with-open-car-door-in-arlington-heights,Bicyclist dies after crash with open car door in Arlington Heights,Chicago Sun-Times,"Glenn Richmond, 63, was taken to Lutheran General Hospital in Park Ridge, where he died at 5:31 p.m. Wednesday.",
239bb56a45c59854eb58e9ca154c19669fc9aa2fbbb1e6db05d63d94605b9e9f9877ef971370b1cb84d62d5f0693b2bb23ae4328a1d4792800d714c42951b75c,2018-09-24T13:28:09+00:00,https://blockclubchicago.org/2018/09/24/hit-and-run-driver-kills-pedestrian-67-in-north-park-police-say/,"Hit-And-Run Driver Kills Man, 67, In North Park, Police Say",Block Club Chicago,A 67-year-old man was killed when he was hit by car while standing on the corner of an intersection Sunday evening. At about 5:20 p.m.,
ac68658a1894e2e37e5f7e5445b798d3767aa3e8035713d036b590e3216221135cd81f2ba1fc437496c76e09b1f9c7dcf6a0e0bc0e76da0363d2f9d514869356,2018-09-25T17:08:05-0500,https://www.cbsnews.com/chicago/news/alberto-bocanegra-murder/,Friends Remember Man Murdered After Stepping In To Help Cyclist,CBS News,Police are searching tonight for the gunman who fatally shot a man who stood up for a bicyclist who was hit by a driver last night in the Greater Grand Crossing neighborhood.,
ac68658a1894e2e37e5f7e5445b798d3767aa3e8035713d036b590e3216221135cd81f2ba1fc437496c76e09b1f9c7dcf6a0e0bc0e76da0363d2f9d514869356,2018-09-25T20:05:52+00:00,https://blockclubchicago.org/2018/09/25/community-activist-shot-dead-after-chasing-driver-who-hit-cyclist/,Community Activist Shot Dead After Chasing Driver Who Hit Cyclist: 'He Died As A Hero',Block Club Chicago,"39-year-old Alberto Bocanegra was shot to death after chasing a hit-and-run driver early Tuesday. He was a well-known Brighton Park community activist and former aldermanic. The gunman was driving a blue SUV, police said.",
c5ade8af862bbaf2402100a354602d2ba2030f356c4e11e63bdbc946ae00cdca6e7cd093b6bdfb0ca249d04c7333a6c18df4d3dc9ab22febd202f0f2e707d15b,2018-09-26T17:19:38+00:00,https://chi.streetsblog.org/2018/09/26/bmw-driver-fatally-struck-lorraine-campion-91-as-she-crossed-street-in-edgewater,"BMW Driver Fatally Struck Lorraine Campion, 91, as She Crossed Street in Edgewater",Chicago Streetsblog,Campion was the 30th pedestrian to be struck and killed in Chicago this year.,
ac68658a1894e2e37e5f7e5445b798d3767aa3e8035713d036b590e3216221135cd81f2ba1fc437496c76e09b1f9c7dcf6a0e0bc0e76da0363d2f9d514869356,2018-09-27T07:04:00+00:00,https://www.chicagotribune.com/2018/09/27/loved-ones-remember-man-who-died-a-hero-after-trying-to-stop-hit-and-run-driver/,Loved ones remember man who ‘died a hero’ after trying to stop hit-and-run driver,Chicago Tribune,"Sergio Bocanegra wrapped his arm tightly around Alberto Bocanegra’s shoulders as the father and son leaned their heads together, overwhelmed by grief for a few silent moments outside the Cook County medical examiner’s…",
c5ade8af862bbaf2402100a354602d2ba2030f356c4e11e63bdbc946ae00cdca6e7cd093b6bdfb0ca249d04c7333a6c18df4d3dc9ab22febd202f0f2e707d15b,2018-10-19T01:38:00Z,https://chicago.suntimes.com/2018/10/18/18455322/man-charged-with-fatally-hitting-93-year-old-woman-with-his-suv-in-edgewater,Man charged with fatally hitting 93-year-old woman with his SUV in Edgewater,Chicago Sun-Times,"Rayon Allen was charged with reckless homicide in the Sept. 24 crash that killed Lorraine Campion, Allen's bail was set at $10,000.",
7e1ad51d52f68c923aebcf83e5af7ff68cfe856b37e76a8565da9bd351b444d9aa7e40d31acee664e5f15cddb3e580991186ec1c47eca652554e333657728e5d,2019-01-23T21:27:00Z,https://chicago.suntimes.com/2019/1/23/18350256/82-year-old-man-fatally-struck-by-vehicle-in-chatham,82-year-old man fatally struck by vehicle in Chatham,Chicago Sun-Times,"Robert Green was crossing the street when he was struck at 9:25 a.m. in the 8500 block of South Cottage Grove, according to Chicago police and the Cook County medical examiner’s office. The driver told police the man stopped in the middle of the street to pick something up just before he was hit, police said.",
89f141a46255d077b053b6edb7f9bea0241956bebca0cd6836bff93decb0141484942f6f4e987903edb557e9fe844fda459c71184f43ea53ac49bcacc8a37a00,2019-06-10T12:04:46+00:00,https://blockclubchicago.org/2019/06/10/off-duty-chicago-police-officer-charged-with-dui-after-crashing-into-building-killing-1-woman/,"Off-Duty Chicago Police Officer Charged With Reckless Homicide After Crashing Into Building, Killing Mother Of 2",Block Club Chicago,"Off-duty officer Terrance Finley was charged with reckless homicide and aggravated DUI after a crash that struck two women. One of the victims, Marquita N. Reed, was pronounced dead at the hospital.",
89f141a46255d077b053b6edb7f9bea0241956bebca0cd6836bff93decb0141484942f6f4e987903edb557e9fe844fda459c71184f43ea53ac49bcacc8a37a00,2019-06-10T18:51:50-0500,https://www.cbsnews.com/chicago/news/neighbor-remembers-marquita-reed-who-was-killed-when-an-off-duty-cpd-officer-crashed-into-a-gresham-restaurant/,"Neighbor Remembers Marquita Reed, Who Was Killed When An Off-Duty CPD Officer Crashed Into A Gresham Restaurant",CBS News,"Those who knew Marquita Reed, who was killed early Sunday when an off-duty Chicago police officer crashed into the building where she was eating, are in disbelief.",
89f141a46255d077b053b6edb7f9bea0241956bebca0cd6836bff93decb0141484942f6f4e987903edb557e9fe844fda459c71184f43ea53ac49bcacc8a37a00,2019-06-12T16:52:40Z,https://abc7chicago.com/post/off-duty-cpd-officer-accused-in-deadly-dui-crash-suspended/5343127/,"Off-duty Officer Terrance Finley, accused in deadly DUI crash, suspended by CPD",ABC 7 Chicago,"A Chicago police officer accused of driving drunk while off-duty and crashing into a South Side restaurant, killing a woman, has been suspended.",
fc2fac282d03fad8ffe64be3f181f0f1dafda054db56f408d2591ce321ab418d98e527a815d03d56ac1425918bbf2e1c78c68bc7403bfbfdc6855fa14b29aac1,2019-06-27T12:15:33-0500,https://www.cbsnews.com/chicago/news/deanton-thompson-charged-reckless-homicide-crash-killed-sister/,"No Bail For Man Charged In Fiery Crash That Killed 3, Including His Sister",CBS News,"Deanton Thompson, 24, was charged with three felony counts of reckless homicide and four felony counts of leaving the scene of an accident.",
,2019-08-09T13:35:38+00:00,https://blockclubchicago.org/2019/08/09/6-pedestrians-killed-in-july-alone-in-chicago-as-safety-experts-blame-distracted-driving-more-cars-on-roads/,"6 Pedestrians Killed In July Alone In Chicago As Experts Blame Distracted Driving, More Cars On Roads",Block Club Chicago,"The deaths of six pedestrians on Chicago’s streets in July erased gains from the first six months of 2019, according to data compiled by the Chicago Department of Transportation.
",
39134fb62de26f7a89cb5b0401a54fea52f190a25d74b425cd719391a9c3fea96b43d4ffc1be25501e49e198f88f6ebb438d3277529952855090b6c1d9253a05,2019-08-16T12:39:23Z,https://chicago.suntimes.com/crime/2019/8/16/20808360/police-release-new-photos-of-driver-vehicle-wanted-in-fatal-burnside-hit-and-run,"Police release new photos of driver, vehicle wanted in fatal Burnside hit-and-run",Chicago Sun-Times,"Mark Dandridge, 54, was struck while walking in the 9400 block of South Cottage Grove Avenue on Aug. 3, authorities said.",
80dc930ca34bd6cd881d73704373f51c13dc4d17e2b807543cd5d7b2e6df7698a162f20c6204a9704fab3a71d5573d33cd52a97975143dc414819ada5ece730c,2019-08-16T12:44:30+00:00,https://blockclubchicago.org/2019/08/16/driver-hits-bicyclist-who-went-through-red-light-in-gold-coast-police-say/,"Driver Hits Bicyclist Who Went Through Red Light In Gold Coast, Police Say",Block Club Chicago,"At 2:20 a.m., a 22-year-old man was riding his bike in the 1000 block of North Michigan Avenue when he went through a red light and an SUV driver hit him, police said.
",
cf826354ea7d0ba6785eb772b9820ca51ef198d4a88cbadb08f269b8dc2f741438f89b328a4e561809dad31bd99e47ad0b9938cb585d46041c20764211778fb8,2019-08-19T21:34:23-05:00,https://www.nbcchicago.com/news/local/man-struck-by-vehicle-in-brighton-park-dies-of-complications/127501/,Man Struck by Vehicle in Brighton Park Dies of Complications,NBC 5 Chicago,"Jose Sanchez, 43, died ten days after being struck by a vehicle in Brighton Park on the Southwest Side. Chicago police said the driver of the striking vehicle stopped at the scene and was issued traffic citations. An investigation was ongoing, police said.",
55f8ec896a9f860fccdabd1a48478f1ecf90bdae2bfef3203fdfba2b2f562824ff20a6c9ca95ab8cde2c7d8098ed597486d94d96f41486088a964e946764f486,2019-09-01T03:59:00Z,https://abc7chicago.com/post/1-dead-after-car-crashes-into-restaurant-on-northwest-side/5505384/,1 dead after car crashes into restaurant on Northwest Side,ABC 7 Chicago,"An 81-year-old woman is dead after a car crashed into a restaurant Saturday, striking five people on Chicago's Northwest Side, police said.",
d9392ee6581314dd85cb0ae78441fd39cbdd06f43bd41b74d649d7659a49c82eec8e19996d6e69e8150b892079859ee9422ffb3a6c48229576633a8adf0cd761,2019-09-03T15:29:09+00:00,https://blockclubchicago.org/2019/09/03/police-looking-for-driver-who-crashed-into-bicyclist-killing-him-in-garfield-park/,"Police Looking For Driver Who Crashed Into Bicyclist, Killing Him, In Garfield Park",Block Club Chicago,"The bicyclist was identified as 56-year-old Richard Williams, of the 6800 block of North Main Avenue, in Cook County Medical Examiner’s Office records. Williams was pronounced dead at 3:29 a.m.
",
55f8ec896a9f860fccdabd1a48478f1ecf90bdae2bfef3203fdfba2b2f562824ff20a6c9ca95ab8cde2c7d8098ed597486d94d96f41486088a964e946764f486,2019-09-04T05:37:13Z,https://chicago.suntimes.com/2019/8/31/20842635/1-killed-4-wounded-vehicle-crash-fullerton,"Man released without charges after NW Side crash kills 1, injures 4 others",Chicago Sun-Times,"The people were waiting for a bus when a 34-year-old man lost control of his vehicle and crashed into the building, police said.",
004af03c8bc02883b1b9e608969a3e7d5df7de8d145da8b7f510a3121fb282d49210751e54d3d26646cac6162a032f9515263d869667040249e127384953869a,2019-09-16T17:10:56-0500,https://www.cbsnews.com/chicago/news/photos-of-car-fatal-hit-and-run/,Police Release Surveillance Photo Of Car Wanted In River North Fatal Hit-And-Run,CBS News,"A 43-year-old man was killed in a hit-and-run crash in the River North neighborhood. He was identified Tuesday as Ismael Montez Maldonado.
",
660b51e25d76aa5ffe03e86b1460938e832ff37a41cf9fdcef3bba3ab118bd71624ffc5c55bf17224f520d52f9fe1d5bcc94023d90907f12fc8b83ca633f2a18,2019-09-17T22:37:11-0500,https://www.cbsnews.com/chicago/news/woman-hit-and-killed-by-flatbed-truck-in-river-north/,"Woman Hit, Killed By Flatbed Truck In River North; Friends Say She Was Pregnant",CBS News,"The truck driver was heading west on Grand Avenue and turning left when the truck hit 29-year-old Elizabeth Boshardy. A witness said the woman was in the crosswalk and had the right of way.
",
660b51e25d76aa5ffe03e86b1460938e832ff37a41cf9fdcef3bba3ab118bd71624ffc5c55bf17224f520d52f9fe1d5bcc94023d90907f12fc8b83ca633f2a18,2019-09-22T13:56:37Z,https://chicago.suntimes.com/2019/9/22/20878160/hanna-elizabeth-boshardy-baby-delivered-mother-killed-by-semi-dies,Baby delivered after mother killed by semi dies: medical examiner,Chicago Sun-Times,"Hannah Elizabeth Boshardy died about 9 a.m. Saturday, four days after she was born, according to the Cook County medical examiner’s office. An autopsy Sunday said she died of complications of prematurity and maternal death, and her death was ruled an accident.
",
